0,0
0,1416
1500,1416
2704,1407
3010,1414
3215,1483
3458,1560
3708,1648
3863,1696
3998,1711
4167,1728
4365,1652
4512,1572
4654,1572
4811,1560
4981,1557
0,0
4918,1393
5779,1379
6632,1366
7304,1356
7815,1334
0,0
5600,1800
6325,1864
6655,1605
6954,1396
7632,1432
0,0
6666,1315
6762,1230
6891,1237
7060,1157
7149,1037
7232,927
7397,824
7533,775
7870,786
8098,851
8265,892
8563,833
8902,1022
0,0
7657,1158
8421,1133
9146,1122
9287,1118
9386,1165
9528,1210
9772,1214
10041,1198
10126,1143
10217,1091
10381,1098
10525,1100
11015,1107
0,0
10955,1523
11148,1300
11353,1364
11612,1437
11723,1309
11946,1143
12254,1166
12515,1280
12825,1630
13022,1772
13475,1806
14340,1888
14536,1787
14884,1621
15232,1730
15396,1800
15547,1732
15664,1656
15878,1461
16068,1215
16425,1196
16688,1223
16974,1212
0,0
16880,1059
17761,1063
18705,1057
0,0
18930,999
19358,997
19891,1003
0,0
19012,1844
21971,1874
23647,1865
24193,1840
24422,1718
24655,1629
25050,1613
25206,1621
25484,1623
0,0
19816,815
20601,837
21521,841
0,0
21428,1233
22178,1223
22959,1230
0,0
21547,1127
21866,1125
22225,1122
0,0
22203,942
24938,906
25482,891
26098,887
26467,1091
26858,1342
27228,1343
27436,1338
27768,1330
0,0
22983,1724
23596,1737
24016,1744
24338,1667
24542,1547
24809,1527
25400,1528
0,0
25720,1463
28057,1414
28970,1422
0,0
27849,1269
28203,1247
28354,1036
28522,873
28721,820
28994,777
29243,925
29378,1050
29589,1069
29749,1029
29844,1005
0,0
28333,1341
28691,1347
28994,1345
0,0
28880,1618
31350,1588
32004,1618
32105,1632
32204,1719
32347,1831
32592,1828
32871,1826
32947,1766
33001,1701
33162,1660
33586,1494
33996,1641
34163,1706
34414,1728
34750,1700
34982,1581
35268,1369
35826,1619
36165,1668
36454,1484
36769,1252
37293,1240
37578,1215
37796,1136
37975,1072
38124,1073
38238,1076
38370,1005
38677,889
39006,907
0,0
29008,1206
30227,1170
31063,1190
0,0
38513,1222
38620,1402
38805,1401
38950,1437
39026,1519
39154,1617
39378,1506
39670,1403
39845,1320
39964,1278
40069,1299
40204,1335
40427,1392
40764,1460
41093,1032
41215,961
41637,890
41845,893
42078,935
42333,928
42678,1027
42963,1259
43307,1299
43625,1368
43800,1359
43987,1351
44160,1314
0,0
42308,874
42462,757
42672,727
42949,697
43083,809
43270,909
43455,1017
43665,1028
43816,1056
43997,1056
44075,1012
0,0
44312,1288
44505,1358
44816,1385
45035,1345
45228,1416
45492,1388
45712,1343
45862,1351
46058,1275
46245,1191
46440,1304
46588,1402
46757,1307
46967,1236
47126,1117
47356,990
47609,1011
47920,999
48187,963
48435,864
48621,874
48787,912
48940,903
0,0
44914,630
44996,731
45324,947
45605,1025
45774,1136
0,0
48282,1370
48502,1373
48751,1522
48946,1655
49167,1708
49435,1827
49587,1781
49739,1747
49926,1869
50180,1971
50856,1861
51224,1821
51532,1954
51763,2032
51929,2031
0,0
48655,1050
48919,1117
49113,1195
49295,1278
49505,1271
49723,1259
49984,1284
50169,1208
50369,1164
50518,1163
50742,1235
51006,1399
51340,1818
0,0
49086,923
49506,1011
49831,1200
0,0
50680,1059
50947,1117
51099,1189
0,0
50966,949
51435,951
51918,1090
52373,1353
52837,1433
53285,1698
53875,1726
54744,1681
55374,1674
55814,1636
56123,1369
56437,1209
56821,1200
57697,1175
58821,1208
59243,1234
59702,1266
60769,1243
61391,1106
61839,966
63412,1004
0,0
51675,729
52056,888
52414,1029
52603,1104
52767,1231
52890,1345
53016,1462
0,0
56447,1309
56833,1295
57321,1271
57949,1240
58353,1468
58675,1677
58984,1774
59186,1815
59385,1809
60534,1837
62265,1814
0,0
59202,1150
59390,1055
59514,913
59588,847
59684,808
59788,776
60003,763
60199,817
60343,899
60558,960
60708,1052
60898,1127
61005,1124
0,0
60529,761
60703,710
60894,701
0,0
63738,998
64293,998
64604,1072
65032,1259
65361,1343
65559,1323
65664,1302
65722,1290
65797,1244
65970,1171
66162,1197
66324,1251
66540,1310
67022,1331
67515,1281
67784,1193
68007,1210
68486,1213
68923,1218
0,0
68510,1720
70178,1694
70518,1694
0,0
68955,1351
69255,1350
69507,1504
69686,1602
70259,1646
70441,1663
70484,1733
70580,1801
70792,1798
71137,1790
71201,1748
71358,1629
72082,1657
73910,1680
74638,1659
0,0
72438,1127
73557,1131
74491,1163
0,0
74497,1339
76991,1312
78389,1301
80370,1242
80965,1239
0,0
74544,1475
76581,1421
77132,1421
77456,1440
77813,1546
78089,1639
78309,1705
78456,1757
78595,1806
78723,1843
78919,1846
84564,1775
88455,1775
88764,1758
88900,1699
89024,1667
89252,1677
89494,1678
90473,1667
90669,1684
90805,1761
90924,1812
91078,1821
93671,1795
99764,1794
99847,1770
99872,1704
99907,1643
99963,1625
0,0
78577,1714
78732,1709
78878,1681
0,0
79231,1687
79358,1702
79482,1691
0,0
80263,1584
80433,1586
80598,1565
0,0
80410,1712
80542,1711
80641,1698
0,0
80856,1064
81509,1053
82594,1036
0,0
81176,1695
81410,1703
81686,1715
0,0
82449,1249
82821,1231
83370,1229
0,0
83453,1529
83621,1540
83767,1528
0,0
83571,1673
83711,1670
83817,1654
0,0
84126,1665
84251,1671
84336,1668
0,0
85704,1529
85947,1532
86178,1526
0,0
85955,1669
86145,1676
86296,1657
0,0
87357,1631
87540,1624
87683,1624
0,0
87852,1739
88026,1724
88166,1684
0,0
90926,1675
91060,1684
91204,1683
0,0
91927,1739
92227,1555
92599,1550
93158,1561
93518,1803
0,0
93720,1673
93887,1675
94028,1666
0,0
95406,1711
95526,1718
95638,1713
0,0
97324,1554
97494,1547
97669,1548
0,0
97471,1701
97591,1703
97735,1699
0,0
98996,1665
99125,1673
99248,1671
0,0
74595,1562
74598,1791
0,0
80917,1350
80918,1097
0,0
82503,1084
82516,1351
0,0
22164,1152
22166,976
0,0
7714,1415
7715,1185
0,0
0,1600
0,1000
0,0
4950,1600
4950,1450
0,0
5600,1500
5600,1800
0,0
10996,1178
11002,1478
0,0
16911,1087
16913,1260
0,0
19821,1066
19822,880
0,0
21463,874
21465,1290
0,0
28902,1760
28912,1460
0,0
61360,1390
61367,1867
0,0
18143,1739
18730,1742
0,0
62533,1745
63172,1743
